timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
02-Jan-23 9:00:00 AM AEST,nan,32.2,10.0,nan,nan,0.29,287.60,0.34,4.70,3.40,287.50,229.20
02-Jan-23 9:01:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.24,nan,2.30,nan,230.80
02-Jan-23 9:01:05 AM AEST,nan,30.8,10.3,nan,nan,nan,273.40,nan,5.90,nan,263.00,nan
02-Jan-23 9:02:00 AM AEST,28.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-Jan-23 9:02:08 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.39,nan,3.50,nan,232.50
02-Jan-23 9:02:10 AM AEST,nan,30.3,9.7,nan,nan,nan,231.70,nan,nan,nan,232.20,nan
02-Jan-23 9:03:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,3.50,nan,nan,nan
02-Jan-23 9:03:12 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.13,nan,1.30,nan,231.60
02-Jan-23 9:03:15 AM AEST,nan,30.8,9.5,nan,nan,nan,294.60,nan,nan,nan,294.50,nan
02-Jan-23 9:04:16 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,232.50
02-Jan-23 9:04:20 AM AEST,nan,29.8,9.7,nan,nan,nan,272.30,nan,nan,nan,273.10,nan
02-Jan-23 9:05:00 AM AEST,28.7,nan,nan,nan,nan,nan,nan,0.41,8.30,3.60,nan,nan
02-Jan-23 9:05:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,231.70
02-Jan-23 9:05:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,231.60
02-Jan-23 9:05:25 AM AEST,nan,29.3,9.3,nan,nan,nan,223.10,nan,nan,nan,210.20,nan
02-Jan-23 9:05:25 AM AEST,nan,30.5,9.3,nan,nan,nan,195.60,nan,nan,nan,210.20,nan
02-Jan-23 9:06:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.35,nan,3.50,nan,nan
02-Jan-23 9:06:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,5.90,nan,nan,nan
02-Jan-23 9:06:24 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,231.70
02-Jan-23 9:06:30 AM AEST,nan,31.0,9.1,nan,nan,nan,205.50,nan,nan,nan,195.60,nan
02-Jan-23 9:06:30 AM AEST,nan,31.0,9.7,nan,nan,nan,205.50,nan,nan,nan,209.30,nan
02-Jan-23 9:07:08 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.24,nan,2.40,nan,nan
02-Jan-23 9:07:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,4.70,nan,nan,nan
02-Jan-23 9:07:35 AM AEST,nan,30.7,9.9,nan,nan,nan,218.40,nan,nan,nan,218.90,nan
02-Jan-23 9:08:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,229.90
02-Jan-23 9:08:12 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.41,nan,4.10,nan,nan
02-Jan-23 9:08:15 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,7.10,nan,nan,nan
02-Jan-23 9:08:40 AM AEST,nan,31.5,9.7,nan,nan,nan,250.20,nan,nan,nan,248.00,nan
02-Jan-23 9:09:00 AM AEST,28.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-Jan-23 9:09:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,228.30
02-Jan-23 9:09:16 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.56,nan,5.20,nan,nan
02-Jan-23 9:09:45 AM AEST,nan,32.0,10.1,nan,nan,nan,277.80,nan,nan,nan,277.60,nan
02-Jan-23 9:10:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,5.90,nan,nan,nan
02-Jan-23 9:10:07 AM AEST,28.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-Jan-23 9:10:08 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,230.00
02-Jan-23 9:10:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.23,nan,2.30,nan,nan
02-Jan-23 9:10:50 AM AEST,nan,30.8,10.4,nan,nan,nan,277.90,nan,nan,nan,277.50,nan
02-Jan-23 9:11:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,2.40,nan,nan,nan
02-Jan-23 9:11:12 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,228.30
02-Jan-23 9:11:14 AM AEST,28.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-Jan-23 9:11:24 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.07,nan,0.60,nan,nan
02-Jan-23 9:11:55 AM AEST,nan,30.2,9.9,nan,nan,nan,281.30,nan,nan,nan,283.10,nan
02-Jan-23 9:12:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,8.30,nan,nan,nan
02-Jan-23 9:12:16 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,225.00
02-Jan-23 9:12:28 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.50,nan,4.80,nan,nan
02-Jan-23 9:13:00 AM AEST,28.7,31.5,9.6,nan,nan,nan,236.40,nan,nan,nan,246.70,nan
02-Jan-23 9:13:15 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,9.50,nan,nan,nan
02-Jan-23 9:13:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,221.60
02-Jan-23 9:13:32 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.56,nan,nan,nan,nan
02-Jan-23 9:14:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.70,nan,nan
02-Jan-23 9:14:05 AM AEST,nan,nan,10.1,nan,nan,nan,264.30,nan,nan,nan,273.00,nan
02-Jan-23 9:14:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,8.30,nan,nan,nan
02-Jan-23 9:14:24 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,221.70
02-Jan-23 9:14:36 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.57,nan,nan,nan,nan
02-Jan-23 9:14:36 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.43,nan,nan,nan,nan
02-Jan-23 9:15:00 AM AEST,28.6,31.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-Jan-23 9:15:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.10,nan,nan
02-Jan-23 9:15:10 AM AEST,nan,nan,nan,nan,nan,nan,300.30,nan,nan,nan,300.50,nan
02-Jan-23 9:15:28 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,224.10
02-Jan-23 9:16:00 AM AEST,nan,nan,10.2,nan,nan,nan,nan,0.93,17.80,nan,nan,nan
02-Jan-23 9:16:05 AM AEST,nan,31.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-Jan-23 9:16:07 AM AEST,28.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-Jan-23 9:16:08 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.20,nan,nan
02-Jan-23 9:16:15 AM AEST,nan,nan,nan,nan,nan,nan,277.40,nan,nan,nan,280.60,nan
02-Jan-23 9:16:32 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,227.50
02-Jan-23 9:17:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.76,nan,nan,nan,nan
02-Jan-23 9:17:05 AM AEST,nan,nan,10.3,nan,nan,nan,nan,nan,13.00,nan,nan,nan
02-Jan-23 9:17:10 AM AEST,nan,32.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-Jan-23 9:17:12 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.20,nan,nan
02-Jan-23 9:17:14 AM AEST,28.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-Jan-23 9:17:20 AM AEST,nan,nan,nan,nan,nan,nan,287.30,nan,nan,nan,290.50,nan
