timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
17-May-21 2:00:00 PM AEST,nan,nan,nan,nan,nan,0.30,nan,nan,nan,nan,nan,nan
17-May-21 2:39:00 PM AEST,26.5,57.3,17.3,nan,nan,nan,231.40,0.41,7.10,2.60,239.40,590.00
17-May-21 2:40:04 PM AEST,nan,nan,nan,nan,nan,nan,nan,0.35,5.90,2.40,243.10,618.30
17-May-21 2:40:05 PM AEST,nan,nan,nan,nan,nan,nan,238.50,nan,nan,nan,nan,nan
17-May-21 2:40:06 PM AEST,26.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17-May-21 2:40:48 PM AEST,nan,nan,17.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
17-May-21 2:41:00 PM AEST,nan,57.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17-May-21 2:41:08 PM AEST,nan,nan,nan,nan,nan,nan,nan,0.64,8.30,5.80,305.90,440.00
17-May-21 2:41:10 PM AEST,nan,nan,nan,nan,nan,nan,306.30,nan,nan,nan,nan,nan
17-May-21 2:42:12 PM AEST,nan,nan,nan,nan,nan,nan,nan,0.96,16.60,8.10,316.70,339.90
17-May-21 2:42:15 PM AEST,nan,nan,nan,nan,nan,nan,317.70,nan,nan,nan,nan,nan
17-May-21 2:43:00 PM AEST,nan,57.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17-May-21 2:43:16 PM AEST,nan,nan,nan,nan,nan,nan,nan,0.64,10.60,6.40,312.30,289.20
17-May-21 2:43:16 PM AEST,nan,nan,nan,nan,nan,nan,nan,0.54,9.50,5.40,304.90,276.60
17-May-21 2:43:20 PM AEST,nan,nan,nan,nan,nan,nan,313.00,nan,nan,nan,nan,nan
17-May-21 2:43:20 PM AEST,nan,nan,nan,nan,nan,nan,308.60,nan,nan,nan,nan,nan
17-May-21 2:44:20 PM AEST,nan,nan,nan,nan,nan,nan,nan,0.51,11.80,4.80,297.20,285.80
17-May-21 2:44:25 PM AEST,nan,nan,nan,nan,nan,nan,289.00,nan,nan,nan,nan,nan
17-May-21 2:45:00 PM AEST,26.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17-May-21 2:45:24 PM AEST,nan,nan,nan,nan,nan,nan,nan,0.69,10.60,6.90,304.00,322.50
17-May-21 2:45:30 PM AEST,nan,nan,nan,nan,nan,nan,304.90,nan,nan,nan,nan,nan
17-May-21 2:46:00 PM AEST,nan,nan,17.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
17-May-21 2:46:28 PM AEST,nan,nan,nan,nan,nan,nan,nan,0.50,9.50,4.90,307.20,349.10
17-May-21 2:46:35 PM AEST,nan,nan,nan,nan,nan,nan,307.50,nan,nan,nan,nan,nan
17-May-21 2:47:00 PM AEST,nan,57.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17-May-21 2:47:00 PM AEST,nan,57.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17-May-21 2:47:32 PM AEST,nan,nan,nan,nan,nan,nan,nan,0.31,7.10,3.00,305.30,365.00
17-May-21 2:47:40 PM AEST,nan,nan,nan,nan,nan,nan,302.00,nan,nan,nan,nan,nan
