timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
16-Feb-26 12:00:00 AM AEST,13.2,179.2,nan,6552.90,nan,nan,1.30,10.37,nan,nan,nan,nan
16-Feb-26 12:10:40 AM AEST,nan,179.3,nan,nan,nan,nan,0.30,nan,nan,nan,nan,nan
16-Feb-26 12:21:20 AM AEST,nan,178.5,nan,nan,nan,nan,3.30,nan,nan,nan,nan,nan
16-Feb-26 12:23:55 AM AEST,nan,nan,nan,nan,nan,nan,nan,10.58,nan,nan,nan,nan
16-Feb-26 12:23:55 AM AEST,nan,nan,nan,nan,nan,nan,nan,10.37,nan,nan,nan,nan
16-Feb-26 12:32:00 AM AEST,nan,174.5,nan,nan,nan,nan,1.00,nan,nan,nan,nan,nan
16-Feb-26 12:34:35 AM AEST,13.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16-Feb-26 12:42:40 AM AEST,nan,0.0,nan,nan,nan,nan,0.00,nan,nan,nan,nan,nan
16-Feb-26 12:53:20 AM AEST,nan,174.6,nan,nan,nan,nan,0.80,nan,nan,nan,nan,nan
16-Feb-26 12:58:30 AM AEST,nan,nan,nan,6553.00,nan,nan,nan,nan,nan,nan,nan,nan
16-Feb-26 1:00:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,10.58,nan,nan,nan,nan
16-Feb-26 1:04:00 AM AEST,nan,176.4,nan,nan,nan,nan,0.10,nan,nan,nan,nan,nan
16-Feb-26 1:09:10 AM AEST,13.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16-Feb-26 1:14:40 AM AEST,nan,0.0,nan,nan,nan,nan,0.00,nan,nan,nan,nan,nan
16-Feb-26 1:25:20 AM AEST,nan,174.5,nan,nan,nan,nan,2.50,nan,nan,nan,nan,nan
16-Feb-26 1:36:00 AM AEST,nan,0.0,nan,nan,nan,nan,0.00,nan,nan,nan,nan,nan
16-Feb-26 1:46:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,10.37,nan,nan,nan,nan
16-Feb-26 1:46:40 AM AEST,nan,176.4,nan,nan,nan,nan,0.10,nan,nan,nan,nan,nan
16-Feb-26 1:57:00 AM AEST,nan,nan,nan,6552.90,nan,nan,nan,nan,nan,nan,nan,nan
16-Feb-26 2:00:00 AM AEST,nan,174.7,nan,nan,nan,nan,0.80,nan,nan,nan,nan,nan
16-Feb-26 2:09:55 AM AEST,nan,nan,nan,nan,nan,nan,nan,10.58,nan,nan,nan,nan
16-Feb-26 2:10:40 AM AEST,nan,174.8,nan,nan,nan,nan,0.20,nan,nan,nan,nan,nan
16-Feb-26 2:21:20 AM AEST,nan,nan,nan,nan,nan,nan,0.00,nan,nan,nan,nan,nan
16-Feb-26 2:30:00 AM AEST,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16-Feb-26 2:34:00 AM AEST,13.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
