timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
28-Feb-22 9:00:00 AM AEST,nan,nan,nan,nan,0.00,0.31,44.90,nan,nan,nan,52.90,nan
28-Feb-22 9:00:00 AM AEST,nan,nan,nan,nan,0.00,0.31,44.90,nan,nan,nan,52.90,nan
28-Feb-22 9:01:04 AM AEST,nan,nan,nan,nan,nan,nan,77.70,nan,nan,nan,nan,nan
28-Feb-22 9:01:04 AM AEST,nan,nan,nan,nan,nan,nan,71.70,nan,nan,nan,nan,nan
28-Feb-22 9:01:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,78.60,nan
28-Feb-22 9:01:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,73.70,nan
28-Feb-22 9:02:00 AM AEST,28.9,nan,5.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:02:08 AM AEST,nan,nan,nan,nan,nan,nan,72.90,nan,nan,nan,nan,nan
28-Feb-22 9:02:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,74.00,nan
28-Feb-22 9:03:05 AM AEST,nan,nan,5.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:03:05 AM AEST,nan,nan,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:03:12 AM AEST,nan,nan,nan,nan,nan,nan,52.50,nan,nan,nan,nan,nan
28-Feb-22 9:03:15 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.90,nan
28-Feb-22 9:04:10 AM AEST,nan,nan,6.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:04:16 AM AEST,nan,nan,nan,nan,nan,nan,91.60,nan,nan,nan,nan,nan
28-Feb-22 9:04:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89.60,nan
28-Feb-22 9:05:15 AM AEST,nan,nan,6.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:05:20 AM AEST,nan,nan,nan,nan,nan,nan,90.60,nan,nan,nan,nan,nan
28-Feb-22 9:05:25 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,94.30,nan
28-Feb-22 9:06:20 AM AEST,nan,nan,6.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:06:24 AM AEST,nan,nan,nan,nan,nan,nan,75.10,nan,nan,nan,nan,nan
28-Feb-22 9:06:30 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,74.50,nan
28-Feb-22 9:07:25 AM AEST,nan,nan,6.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:07:28 AM AEST,nan,nan,nan,nan,nan,nan,50.40,nan,nan,nan,nan,nan
28-Feb-22 9:07:35 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59.20,nan
28-Feb-22 9:08:32 AM AEST,nan,nan,nan,nan,nan,nan,74.80,nan,nan,nan,nan,nan
28-Feb-22 9:08:40 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,73.10,nan
28-Feb-22 9:09:00 AM AEST,nan,nan,6.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:09:36 AM AEST,nan,nan,nan,nan,nan,nan,72.10,nan,nan,nan,nan,nan
28-Feb-22 9:09:45 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71.30,nan
28-Feb-22 9:10:05 AM AEST,nan,nan,6.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:10:40 AM AEST,nan,nan,nan,nan,nan,nan,73.00,nan,nan,nan,nan,nan
28-Feb-22 9:10:50 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,72.50,nan
28-Feb-22 9:11:10 AM AEST,nan,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:11:44 AM AEST,nan,nan,nan,nan,nan,nan,99.60,nan,nan,nan,nan,nan
28-Feb-22 9:11:55 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98.80,nan
28-Feb-22 9:12:15 AM AEST,nan,nan,7.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:12:48 AM AEST,nan,nan,nan,nan,nan,nan,61.50,nan,nan,nan,nan,nan
28-Feb-22 9:13:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62.50,nan
28-Feb-22 9:13:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101.00,nan
28-Feb-22 9:13:20 AM AEST,nan,nan,7.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:13:52 AM AEST,nan,nan,nan,nan,nan,nan,100.80,nan,nan,nan,nan,nan
28-Feb-22 9:14:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75.10,nan
28-Feb-22 9:14:56 AM AEST,nan,nan,nan,nan,nan,nan,70.00,nan,nan,nan,nan,nan
28-Feb-22 9:14:56 AM AEST,nan,nan,nan,nan,nan,nan,88.80,nan,nan,nan,nan,nan
28-Feb-22 9:15:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,93.10,nan
28-Feb-22 9:16:00 AM AEST,nan,nan,nan,nan,nan,nan,100.70,nan,nan,nan,nan,nan
28-Feb-22 9:16:15 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101.30,nan
28-Feb-22 9:17:00 AM AEST,nan,nan,7.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:17:00 AM AEST,nan,nan,7.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:17:04 AM AEST,nan,nan,nan,nan,nan,nan,77.30,nan,nan,nan,nan,nan
28-Feb-22 9:17:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77.50,nan
28-Feb-22 9:18:00 AM AEST,29.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:18:05 AM AEST,nan,nan,7.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:18:08 AM AEST,nan,nan,nan,nan,nan,nan,87.50,nan,nan,nan,nan,nan
28-Feb-22 9:18:25 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,88.30,nan
28-Feb-22 9:19:10 AM AEST,nan,nan,7.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:19:12 AM AEST,nan,nan,nan,nan,nan,nan,79.90,nan,nan,nan,nan,nan
28-Feb-22 9:19:30 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.30,nan
28-Feb-22 9:20:16 AM AEST,nan,nan,nan,nan,nan,nan,79.60,nan,nan,nan,nan,nan
28-Feb-22 9:20:35 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,74.60,nan
28-Feb-22 9:21:00 AM AEST,nan,nan,8.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:21:20 AM AEST,nan,nan,nan,nan,nan,nan,70.90,nan,nan,nan,nan,nan
28-Feb-22 9:21:40 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,69.70,nan
28-Feb-22 9:22:00 AM AEST,29.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:22:05 AM AEST,nan,nan,8.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:22:24 AM AEST,nan,nan,nan,nan,nan,nan,26.70,nan,nan,nan,nan,nan
28-Feb-22 9:22:45 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.30,nan
28-Feb-22 9:23:10 AM AEST,nan,nan,8.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:23:28 AM AEST,nan,nan,nan,nan,nan,nan,61.10,nan,nan,nan,nan,nan
28-Feb-22 9:23:50 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62.40,nan
28-Feb-22 9:23:50 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55.20,nan
28-Feb-22 9:24:32 AM AEST,nan,nan,nan,nan,nan,nan,51.30,nan,nan,nan,nan,nan
28-Feb-22 9:24:55 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.70,nan
28-Feb-22 9:25:36 AM AEST,nan,nan,nan,nan,nan,nan,52.10,nan,nan,nan,nan,nan
28-Feb-22 9:26:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.80,nan
28-Feb-22 9:26:40 AM AEST,nan,nan,nan,nan,nan,nan,65.90,nan,nan,nan,nan,nan
28-Feb-22 9:27:00 AM AEST,nan,nan,8.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:27:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75.50,nan
28-Feb-22 9:27:44 AM AEST,nan,nan,nan,nan,nan,nan,73.90,nan,nan,nan,nan,nan
28-Feb-22 9:28:05 AM AEST,nan,nan,8.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:28:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.60,nan
28-Feb-22 9:28:48 AM AEST,nan,nan,nan,nan,nan,nan,83.20,nan,nan,nan,nan,nan
28-Feb-22 9:29:10 AM AEST,nan,nan,8.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:29:15 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91.00,nan
28-Feb-22 9:29:52 AM AEST,nan,nan,nan,nan,nan,nan,92.50,nan,nan,nan,nan,nan
28-Feb-22 9:30:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,73.80,nan
28-Feb-22 9:30:56 AM AEST,nan,nan,nan,nan,nan,nan,72.50,nan,nan,nan,nan,nan
28-Feb-22 9:31:25 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.70,nan
28-Feb-22 9:32:00 AM AEST,nan,nan,8.2,nan,nan,nan,88.10,nan,nan,nan,nan,nan
28-Feb-22 9:32:00 AM AEST,nan,nan,8.2,nan,nan,nan,63.00,nan,nan,nan,nan,nan
28-Feb-22 9:32:30 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.50,nan
28-Feb-22 9:33:00 AM AEST,29.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:33:04 AM AEST,nan,nan,nan,nan,nan,nan,50.90,nan,nan,nan,nan,nan
28-Feb-22 9:33:05 AM AEST,nan,nan,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:33:35 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.90,nan
28-Feb-22 9:34:07 AM AEST,29.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:34:08 AM AEST,nan,nan,nan,nan,nan,nan,64.50,nan,nan,nan,nan,nan
28-Feb-22 9:34:10 AM AEST,nan,nan,7.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:34:40 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.30,nan
28-Feb-22 9:35:12 AM AEST,nan,nan,nan,nan,nan,nan,81.50,nan,nan,nan,nan,nan
28-Feb-22 9:35:45 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.00,nan
28-Feb-22 9:35:45 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,73.00,nan
28-Feb-22 9:36:00 AM AEST,nan,nan,7.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:36:16 AM AEST,nan,nan,nan,nan,nan,nan,75.20,nan,nan,nan,nan,nan
28-Feb-22 9:36:50 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55.20,nan
28-Feb-22 9:37:00 AM AEST,29.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:37:05 AM AEST,nan,nan,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:37:20 AM AEST,nan,nan,nan,nan,nan,nan,56.00,nan,nan,nan,nan,nan
28-Feb-22 9:37:55 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.70,nan
28-Feb-22 9:38:10 AM AEST,nan,nan,8.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:38:24 AM AEST,nan,nan,nan,nan,nan,nan,47.70,nan,nan,nan,nan,nan
28-Feb-22 9:39:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.30,nan
28-Feb-22 9:39:28 AM AEST,nan,nan,nan,nan,nan,nan,53.10,nan,nan,nan,nan,nan
28-Feb-22 9:40:00 AM AEST,nan,nan,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:40:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.80,nan
28-Feb-22 9:40:32 AM AEST,nan,nan,nan,nan,nan,nan,63.70,nan,nan,nan,nan,nan
28-Feb-22 9:41:05 AM AEST,nan,nan,8.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:41:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66.80,nan
28-Feb-22 9:41:36 AM AEST,nan,nan,nan,nan,nan,nan,66.20,nan,nan,nan,nan,nan
28-Feb-22 9:42:00 AM AEST,29.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:42:10 AM AEST,nan,nan,8.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:42:15 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.40,nan
28-Feb-22 9:42:40 AM AEST,nan,nan,nan,nan,nan,nan,56.10,nan,nan,nan,nan,nan
28-Feb-22 9:43:07 AM AEST,29.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:43:15 AM AEST,nan,nan,8.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:43:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66.70,nan
28-Feb-22 9:43:44 AM AEST,nan,nan,nan,nan,nan,nan,66.20,nan,nan,nan,nan,nan
28-Feb-22 9:44:14 AM AEST,29.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:44:20 AM AEST,nan,nan,8.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:44:25 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.20,nan
28-Feb-22 9:44:48 AM AEST,nan,nan,nan,nan,nan,nan,80.20,nan,nan,nan,nan,nan
28-Feb-22 9:45:21 AM AEST,29.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:45:30 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.00,nan
28-Feb-22 9:45:52 AM AEST,nan,nan,nan,nan,nan,nan,79.60,nan,nan,nan,nan,nan
28-Feb-22 9:45:52 AM AEST,nan,nan,nan,nan,nan,nan,50.10,nan,nan,nan,nan,nan
28-Feb-22 9:46:35 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51.00,nan
28-Feb-22 9:46:56 AM AEST,nan,nan,nan,nan,nan,nan,58.90,nan,nan,nan,nan,nan
28-Feb-22 9:47:00 AM AEST,nan,nan,8.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:47:40 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58.70,nan
28-Feb-22 9:48:00 AM AEST,29.5,nan,nan,nan,nan,nan,61.40,nan,nan,nan,nan,nan
28-Feb-22 9:48:05 AM AEST,nan,nan,8.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:48:45 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61.10,nan
28-Feb-22 9:48:45 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.90,nan
28-Feb-22 9:49:04 AM AEST,nan,nan,nan,nan,nan,nan,61.60,nan,nan,nan,nan,nan
28-Feb-22 9:49:10 AM AEST,nan,nan,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:49:50 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61.20,nan
28-Feb-22 9:50:00 AM AEST,29.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:50:08 AM AEST,nan,nan,nan,nan,nan,nan,62.30,nan,nan,nan,nan,nan
28-Feb-22 9:50:55 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,78.00,nan
28-Feb-22 9:51:00 AM AEST,nan,nan,9.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:51:12 AM AEST,nan,nan,nan,nan,nan,nan,79.40,nan,nan,nan,nan,nan
28-Feb-22 9:52:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.20,nan
28-Feb-22 9:52:05 AM AEST,nan,nan,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:52:16 AM AEST,nan,nan,nan,nan,nan,nan,53.40,nan,nan,nan,nan,nan
28-Feb-22 9:53:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.30,nan
28-Feb-22 9:53:10 AM AEST,nan,nan,9.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:53:20 AM AEST,nan,nan,nan,nan,nan,nan,63.70,nan,nan,nan,nan,nan
28-Feb-22 9:54:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.80,nan
28-Feb-22 9:54:24 AM AEST,nan,nan,nan,nan,nan,nan,85.40,nan,nan,nan,nan,nan
28-Feb-22 9:55:00 AM AEST,29.7,nan,9.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:55:15 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87.00,nan
28-Feb-22 9:55:28 AM AEST,nan,nan,nan,nan,nan,nan,83.60,nan,nan,nan,nan,nan
28-Feb-22 9:56:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67.20,nan
28-Feb-22 9:56:32 AM AEST,nan,nan,nan,nan,nan,nan,65.20,nan,nan,nan,nan,nan
28-Feb-22 9:57:00 AM AEST,29.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 9:57:25 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82.80,nan
28-Feb-22 9:57:36 AM AEST,nan,nan,nan,nan,nan,nan,75.90,nan,nan,nan,nan,nan
28-Feb-22 9:58:30 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65.00,nan
28-Feb-22 9:58:40 AM AEST,nan,nan,nan,nan,nan,nan,63.40,nan,nan,nan,nan,nan
28-Feb-22 9:59:35 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,76.50,nan
28-Feb-22 9:59:44 AM AEST,nan,nan,nan,nan,nan,nan,78.00,nan,nan,nan,nan,nan
28-Feb-22 10:00:01 AM AEST,nan,nan,nan,nan,nan,0.34,nan,nan,nan,nan,nan,nan
28-Feb-22 10:00:01 AM AEST,nan,nan,nan,nan,nan,0.46,nan,nan,nan,nan,nan,nan
28-Feb-22 10:00:40 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75.00,nan
28-Feb-22 10:00:40 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,72.30,nan
28-Feb-22 10:00:48 AM AEST,nan,nan,nan,nan,nan,nan,72.00,nan,nan,nan,nan,nan
28-Feb-22 10:01:00 AM AEST,29.9,nan,9.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:01:00 AM AEST,29.9,nan,9.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:01:52 AM AEST,nan,nan,nan,nan,nan,nan,63.80,nan,nan,nan,nan,nan
28-Feb-22 10:02:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65.60,nan
28-Feb-22 10:02:05 AM AEST,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:02:07 AM AEST,30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:02:56 AM AEST,nan,nan,nan,nan,nan,nan,51.60,nan,nan,nan,nan,nan
28-Feb-22 10:03:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55.30,nan
28-Feb-22 10:04:00 AM AEST,nan,nan,9.8,nan,nan,nan,65.70,nan,nan,nan,nan,nan
28-Feb-22 10:04:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,68.90,nan
28-Feb-22 10:05:04 AM AEST,nan,nan,nan,nan,nan,nan,64.10,nan,nan,nan,nan,nan
28-Feb-22 10:05:15 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.80,nan
28-Feb-22 10:06:00 AM AEST,30.1,nan,9.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:06:08 AM AEST,nan,nan,nan,nan,nan,nan,63.20,nan,nan,nan,nan,nan
28-Feb-22 10:06:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.90,nan
28-Feb-22 10:07:12 AM AEST,nan,nan,nan,nan,nan,nan,40.60,nan,nan,nan,nan,nan
28-Feb-22 10:07:25 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.90,nan
28-Feb-22 10:08:00 AM AEST,30.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:08:16 AM AEST,nan,nan,nan,nan,nan,nan,58.70,nan,nan,nan,nan,nan
28-Feb-22 10:08:30 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59.10,nan
28-Feb-22 10:09:07 AM AEST,30.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:09:20 AM AEST,nan,nan,nan,nan,nan,nan,56.30,nan,nan,nan,nan,nan
28-Feb-22 10:09:35 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58.90,nan
28-Feb-22 10:10:24 AM AEST,nan,nan,nan,nan,nan,nan,55.20,nan,nan,nan,nan,nan
28-Feb-22 10:10:40 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55.60,nan
28-Feb-22 10:11:28 AM AEST,nan,nan,nan,nan,nan,nan,61.00,nan,nan,nan,nan,nan
28-Feb-22 10:11:45 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.40,nan
28-Feb-22 10:12:32 AM AEST,nan,nan,nan,nan,nan,nan,59.50,nan,nan,nan,nan,nan
28-Feb-22 10:12:50 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.10,nan
28-Feb-22 10:13:00 AM AEST,30.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:13:00 AM AEST,30.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:13:36 AM AEST,nan,nan,nan,nan,nan,nan,58.00,nan,nan,nan,nan,nan
28-Feb-22 10:13:55 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.40,nan
28-Feb-22 10:14:07 AM AEST,30.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:14:40 AM AEST,nan,nan,nan,nan,nan,nan,91.70,nan,nan,nan,nan,nan
28-Feb-22 10:15:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91.30,nan
28-Feb-22 10:15:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.40,nan
28-Feb-22 10:15:44 AM AEST,nan,nan,nan,nan,nan,nan,59.00,nan,nan,nan,nan,nan
28-Feb-22 10:15:44 AM AEST,nan,nan,nan,nan,nan,nan,42.60,nan,nan,nan,nan,nan
28-Feb-22 10:16:00 AM AEST,30.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:16:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.20,nan
28-Feb-22 10:16:48 AM AEST,nan,nan,nan,nan,nan,nan,74.90,nan,nan,nan,nan,nan
28-Feb-22 10:17:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75.20,nan
28-Feb-22 10:17:52 AM AEST,nan,nan,nan,nan,nan,nan,68.40,nan,nan,nan,nan,nan
28-Feb-22 10:18:00 AM AEST,30.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:18:15 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.60,nan
28-Feb-22 10:18:56 AM AEST,nan,nan,nan,nan,nan,nan,67.10,nan,nan,nan,nan,nan
28-Feb-22 10:19:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67.90,nan
28-Feb-22 10:20:00 AM AEST,30.8,nan,nan,nan,nan,nan,64.70,nan,nan,nan,nan,nan
28-Feb-22 10:20:25 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65.30,nan
28-Feb-22 10:21:04 AM AEST,nan,nan,nan,nan,nan,nan,59.80,nan,nan,nan,nan,nan
28-Feb-22 10:21:30 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59.90,nan
28-Feb-22 10:22:00 AM AEST,30.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:22:08 AM AEST,nan,nan,nan,nan,nan,nan,56.00,nan,nan,nan,nan,nan
28-Feb-22 10:22:35 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.50,nan
28-Feb-22 10:23:07 AM AEST,30.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:23:12 AM AEST,nan,nan,nan,nan,nan,nan,50.50,nan,nan,nan,nan,nan
28-Feb-22 10:23:40 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.70,nan
28-Feb-22 10:24:14 AM AEST,30.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28-Feb-22 10:24:16 AM AEST,nan,nan,nan,nan,nan,nan,66.00,nan,nan,nan,nan,nan
28-Feb-22 10:24:45 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67.00,nan
