timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
20-Jan-25 9:00:00 AM AEST,nan,86.8,nan,nan,nan,0.15,nan,nan,nan,nan,nan,157.50
20-Jan-25 9:01:00 AM AEST,27.9,87.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,165.80
20-Jan-25 9:02:00 AM AEST,nan,87.2,25.5,nan,nan,nan,nan,nan,nan,nan,nan,173.30
20-Jan-25 9:02:06 AM AEST,28.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:03:00 AM AEST,nan,87.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,179.10
20-Jan-25 9:03:04 AM AEST,nan,nan,25.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:04:00 AM AEST,28.1,87.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,184.20
20-Jan-25 9:04:08 AM AEST,nan,nan,25.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:05:00 AM AEST,nan,87.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,187.50
20-Jan-25 9:05:06 AM AEST,28.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:05:12 AM AEST,nan,nan,25.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:06:00 AM AEST,nan,86.5,nan,nan,nan,nan,132.70,nan,nan,nan,nan,189.10
20-Jan-25 9:07:00 AM AEST,nan,86.3,25.7,nan,nan,nan,132.80,nan,nan,nan,nan,190.00
20-Jan-25 9:08:00 AM AEST,28.3,86.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,194.10
20-Jan-25 9:09:00 AM AEST,nan,nan,25.8,nan,nan,nan,nan,nan,nan,nan,nan,192.50
20-Jan-25 9:09:06 AM AEST,28.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:10:00 AM AEST,nan,85.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,181.60
20-Jan-25 9:11:00 AM AEST,nan,85.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,172.50
20-Jan-25 9:12:00 AM AEST,28.5,84.8,25.7,nan,nan,nan,nan,nan,nan,nan,nan,165.00
20-Jan-25 9:13:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,164.10
20-Jan-25 9:14:00 AM AEST,nan,84.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,160.80
20-Jan-25 9:15:00 AM AEST,28.6,84.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,152.50
20-Jan-25 9:16:00 AM AEST,nan,84.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,144.20
20-Jan-25 9:16:06 AM AEST,28.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:17:00 AM AEST,nan,nan,25.8,nan,nan,nan,nan,nan,nan,nan,nan,137.50
20-Jan-25 9:18:00 AM AEST,28.8,84.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,131.60
20-Jan-25 9:19:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,130.00
20-Jan-25 9:19:06 AM AEST,28.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:20:00 AM AEST,nan,nan,26.0,nan,nan,nan,nan,nan,nan,nan,nan,128.30
20-Jan-25 9:21:00 AM AEST,29.0,83.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,134.20
20-Jan-25 9:22:00 AM AEST,nan,83.0,25.9,nan,nan,nan,nan,nan,nan,nan,nan,143.30
20-Jan-25 9:22:06 AM AEST,29.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:23:00 AM AEST,nan,82.7,nan,nan,nan,nan,135.70,0.01,1.20,0.10,198.40,148.30
20-Jan-25 9:24:00 AM AEST,29.0,81.7,25.8,nan,nan,nan,273.40,0.30,nan,3.00,275.90,149.20
20-Jan-25 9:24:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,4.70,nan,nan,nan
20-Jan-25 9:25:00 AM AEST,nan,80.8,nan,nan,nan,nan,299.80,0.25,nan,2.50,299.70,151.60
20-Jan-25 9:25:04 AM AEST,nan,nan,25.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:26:00 AM AEST,nan,80.7,nan,nan,nan,nan,nan,0.14,3.50,1.40,nan,151.70
20-Jan-25 9:26:08 AM AEST,nan,nan,25.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:27:00 AM AEST,29.1,81.0,nan,nan,nan,nan,nan,0.01,nan,0.10,nan,153.30
20-Jan-25 9:27:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,1.20,nan,nan,nan
20-Jan-25 9:27:12 AM AEST,nan,nan,25.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:28:00 AM AEST,nan,81.2,nan,nan,nan,nan,nan,0.00,nan,0.00,0.00,157.50
20-Jan-25 9:28:06 AM AEST,29.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:28:08 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,0.00,nan,nan,nan
20-Jan-25 9:28:16 AM AEST,nan,nan,25.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:29:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160.80
20-Jan-25 9:29:20 AM AEST,nan,nan,25.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:30:00 AM AEST,29.3,80.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,164.20
20-Jan-25 9:31:00 AM AEST,nan,80.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,170.00
20-Jan-25 9:32:00 AM AEST,nan,80.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,177.50
20-Jan-25 9:33:00 AM AEST,29.4,81.5,25.7,nan,nan,nan,nan,nan,nan,nan,nan,184.20
20-Jan-25 9:34:00 AM AEST,nan,81.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,191.60
20-Jan-25 9:34:04 AM AEST,nan,nan,25.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:35:00 AM AEST,nan,80.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,201.70
20-Jan-25 9:35:08 AM AEST,nan,nan,25.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:36:00 AM AEST,29.5,80.7,nan,nan,nan,nan,nan,0.02,2.40,0.20,299.30,213.30
20-Jan-25 9:36:12 AM AEST,nan,nan,25.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:37:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.00,nan,0.00,0.00,224.10
20-Jan-25 9:37:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,0.00,nan,nan,nan
20-Jan-25 9:37:16 AM AEST,nan,nan,25.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:38:00 AM AEST,29.6,80.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,235.00
20-Jan-25 9:39:00 AM AEST,nan,79.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,244.10
20-Jan-25 9:40:00 AM AEST,nan,79.3,25.7,nan,nan,nan,nan,nan,nan,nan,nan,248.30
20-Jan-25 9:41:00 AM AEST,29.7,79.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,246.70
20-Jan-25 9:42:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,239.10
20-Jan-25 9:42:06 AM AEST,29.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:43:00 AM AEST,nan,78.7,25.8,nan,nan,nan,nan,nan,nan,nan,nan,230.80
20-Jan-25 9:43:12 AM AEST,29.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:44:00 AM AEST,nan,78.3,nan,nan,nan,nan,nan,0.01,1.20,0.10,299.70,224.90
20-Jan-25 9:44:18 AM AEST,30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:45:00 AM AEST,nan,77.8,nan,nan,nan,nan,nan,0.22,nan,2.20,299.80,220.80
20-Jan-25 9:45:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,3.50,nan,nan,nan
20-Jan-25 9:46:00 AM AEST,nan,77.5,25.7,nan,nan,nan,nan,0.06,nan,0.60,299.70,219.10
20-Jan-25 9:46:08 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,2.40,nan,nan,nan
20-Jan-25 9:47:00 AM AEST,nan,77.8,nan,nan,nan,nan,nan,0.01,nan,0.10,nan,219.20
20-Jan-25 9:47:04 AM AEST,nan,nan,25.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:47:12 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,1.20,nan,nan,nan
20-Jan-25 9:48:00 AM AEST,nan,78.0,nan,nan,nan,nan,nan,0.05,nan,0.50,299.60,221.70
20-Jan-25 9:48:08 AM AEST,nan,nan,25.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:49:00 AM AEST,29.9,77.0,nan,nan,nan,nan,326.20,0.18,3.50,1.70,331.70,224.90
20-Jan-25 9:50:00 AM AEST,nan,76.8,25.4,nan,nan,nan,336.30,0.02,nan,0.20,335.80,229.20
20-Jan-25 9:50:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,1.20,nan,nan,nan
20-Jan-25 9:51:00 AM AEST,30.0,77.3,nan,nan,nan,nan,335.80,0.01,nan,0.10,338.20,232.40
20-Jan-25 9:52:00 AM AEST,nan,77.2,25.6,nan,nan,nan,335.90,0.00,0.00,0.00,0.00,236.70
20-Jan-25 9:53:00 AM AEST,30.1,77.7,nan,nan,nan,nan,nan,0.01,nan,0.10,338.20,243.30
20-Jan-25 9:53:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,1.20,nan,nan,nan
20-Jan-25 9:54:00 AM AEST,nan,77.2,25.7,nan,nan,nan,nan,nan,nan,nan,336.60,249.90
20-Jan-25 9:54:06 AM AEST,30.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:55:00 AM AEST,nan,76.3,nan,nan,nan,nan,nan,nan,nan,nan,335.00,256.70
20-Jan-25 9:56:00 AM AEST,nan,76.2,25.6,nan,nan,nan,nan,0.00,0.00,0.00,0.00,263.30
20-Jan-25 9:57:00 AM AEST,30.3,75.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.00
20-Jan-25 9:57:04 AM AEST,nan,nan,25.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
20-Jan-25 9:58:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.01,1.20,0.10,338.20,275.80
20-Jan-25 9:59:00 AM AEST,30.4,75.3,nan,nan,nan,nan,nan,0.00,nan,0.00,0.00,283.30
