timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
13-Jul-24 6:24:28 PM AEST,nan,nan,17.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
13-Jul-24 6:24:28 PM AEST,20.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13-Jul-24 6:24:28 PM AEST,nan,nan,nan,nan,nan,nan,nan,nan,1.20,nan,nan,nan
13-Jul-24 6:24:28 PM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30,nan,nan
13-Jul-24 6:24:28 PM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,145.30,nan
13-Jul-24 6:24:28 PM AEST,nan,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan
13-Jul-24 6:24:28 PM AEST,nan,nan,nan,nan,0.00,nan,nan,nan,nan,nan,nan,nan
13-Jul-24 6:24:33 PM AEST,nan,nan,nan,nan,nan,nan,145.30,nan,nan,nan,nan,nan
13-Jul-24 6:24:33 PM AEST,nan,82.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13-Jul-24 6:24:33 PM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
13-Jul-24 6:24:33 PM AEST,nan,nan,nan,nan,nan,nan,nan,0.03,nan,nan,nan,nan
