timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
21-Apr-25 9:00:00 AM AEST,nan,nan,nan,nan,nan,0.08,nan,nan,nan,nan,nan,nan
21-Apr-25 9:20:00 AM AEST,24.8,93.0,23.6,nan,0.00,nan,168.20,0.21,3.50,2.10,168.20,69.20
21-Apr-25 9:20:00 AM AEST,24.7,93.0,23.6,nan,0.00,nan,168.20,0.21,3.50,2.10,168.20,69.20
21-Apr-25 9:21:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.27,nan,2.70,168.30,70.80
21-Apr-25 9:21:05 AM AEST,nan,93.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21-Apr-25 3:00:00 PM AEST,30.8,nan,nan,nan,nan,0.34,nan,nan,nan,nan,nan,nan
21-Apr-25 3:00:00 PM AEST,30.8,nan,nan,nan,nan,0.15,nan,nan,nan,nan,nan,nan
21-Apr-25 3:01:00 PM AEST,nan,67.5,24.0,nan,0.40,nan,184.80,0.57,9.50,5.10,170.00,140.80
21-Apr-25 3:01:00 PM AEST,nan,67.5,24.1,nan,0.40,nan,184.80,0.57,9.50,5.10,170.00,140.80
21-Apr-25 3:02:00 PM AEST,30.6,nan,nan,nan,nan,nan,182.70,0.63,nan,6.10,181.30,121.70
21-Apr-25 3:02:35 PM AEST,nan,nan,23.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
21-Apr-25 3:03:00 PM AEST,nan,67.8,nan,nan,nan,nan,207.00,0.41,nan,2.20,218.90,107.50
21-Apr-25 3:04:00 PM AEST,nan,nan,nan,nan,nan,nan,311.40,0.32,8.30,3.20,315.00,114.10
21-Apr-25 3:04:05 PM AEST,nan,68.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21-Apr-25 3:04:10 PM AEST,nan,nan,24.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
21-Apr-25 3:05:00 PM AEST,nan,nan,nan,nan,nan,nan,285.10,0.26,nan,1.70,246.80,111.70
21-Apr-25 3:05:04 PM AEST,nan,nan,nan,nan,nan,nan,nan,nan,7.10,nan,nan,nan
21-Apr-25 3:05:10 PM AEST,nan,68.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21-Apr-25 3:06:00 PM AEST,30.5,nan,nan,nan,nan,nan,234.10,0.24,nan,2.30,226.30,105.80
21-Apr-25 3:06:00 PM AEST,30.4,nan,nan,nan,nan,nan,234.10,0.24,nan,2.30,226.30,105.80
21-Apr-25 3:06:08 PM AEST,nan,nan,nan,nan,nan,nan,nan,nan,5.90,nan,nan,nan
21-Apr-25 3:07:00 PM AEST,nan,67.8,23.9,nan,nan,nan,214.40,0.50,nan,4.80,214.50,165.00
21-Apr-25 3:07:00 PM AEST,nan,67.8,23.8,nan,nan,nan,214.40,0.50,nan,4.80,214.50,165.00
21-Apr-25 3:07:12 PM AEST,nan,nan,nan,nan,nan,nan,nan,nan,8.30,nan,nan,nan
21-Apr-25 3:08:00 PM AEST,30.2,nan,nan,nan,nan,nan,169.20,0.66,nan,6.00,166.30,417.50
21-Apr-25 3:08:00 PM AEST,30.1,nan,nan,nan,nan,nan,169.20,0.66,nan,6.00,166.30,417.50
21-Apr-25 3:08:05 PM AEST,nan,68.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21-Apr-25 3:08:16 PM AEST,nan,nan,nan,nan,nan,nan,nan,nan,10.60,nan,nan,nan
21-Apr-25 3:08:35 PM AEST,nan,nan,23.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
21-Apr-25 3:09:00 PM AEST,nan,nan,nan,nan,nan,nan,174.20,0.43,nan,4.00,174.60,574.10
21-Apr-25 3:09:10 PM AEST,nan,68.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21-Apr-25 3:09:20 PM AEST,nan,nan,nan,nan,nan,nan,nan,nan,8.30,nan,nan,nan
21-Apr-25 3:10:00 PM AEST,30.3,nan,nan,nan,nan,nan,212.30,0.33,nan,3.30,210.80,595.00
21-Apr-25 3:10:00 PM AEST,30.4,nan,nan,nan,nan,nan,212.30,0.33,nan,3.30,210.80,595.00
21-Apr-25 3:10:15 PM AEST,nan,69.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21-Apr-25 3:10:24 PM AEST,nan,nan,nan,nan,nan,nan,nan,nan,5.90,nan,nan,nan
21-Apr-25 3:11:00 PM AEST,nan,nan,24.0,nan,nan,nan,187.70,0.44,nan,4.40,187.80,454.90
21-Apr-25 3:11:00 PM AEST,nan,nan,24.2,nan,nan,nan,187.70,0.44,nan,4.40,187.80,454.90
