timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
04-Oct-21 9:00:00 AM AEST,nan,48.8,nan,nan,nan,0.37,264.60,0.32,7.10,2.20,249.70,609.10
04-Oct-21 9:01:00 AM AEST,30.3,nan,18.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:01:00 AM AEST,30.2,nan,18.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:01:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.50,nan,595.00
04-Oct-21 9:01:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.60,nan,597.40
04-Oct-21 9:01:05 AM AEST,nan,48.7,nan,nan,nan,nan,181.80,0.80,13.00,nan,182.30,nan
04-Oct-21 9:01:05 AM AEST,nan,48.7,nan,nan,nan,nan,207.50,0.36,8.30,nan,207.40,nan
04-Oct-21 9:02:05 AM AEST,30.4,nan,18.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:02:08 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.40,nan,600.00
04-Oct-21 9:02:10 AM AEST,nan,48.3,nan,nan,nan,nan,207.90,0.04,1.20,nan,207.70,nan
04-Oct-21 9:03:10 AM AEST,30.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:03:12 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.40,nan,605.80
04-Oct-21 9:03:15 AM AEST,nan,47.8,nan,nan,nan,nan,206.70,0.24,3.50,nan,206.70,nan
04-Oct-21 9:04:16 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.50,nan,614.10
04-Oct-21 9:04:20 AM AEST,nan,48.3,nan,nan,nan,nan,191.50,0.55,9.50,nan,191.80,nan
04-Oct-21 9:05:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.70,nan,625.80
04-Oct-21 9:05:25 AM AEST,nan,nan,nan,nan,nan,nan,211.40,0.30,5.90,nan,224.30,nan
04-Oct-21 9:06:00 AM AEST,nan,nan,18.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:06:24 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.50,nan,630.80
04-Oct-21 9:06:30 AM AEST,nan,nan,nan,nan,nan,nan,255.40,0.48,7.10,nan,262.90,nan
04-Oct-21 9:07:00 AM AEST,30.7,48.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:07:00 AM AEST,30.7,48.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:07:05 AM AEST,nan,nan,18.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:07:28 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.10,nan,632.50
04-Oct-21 9:07:35 AM AEST,nan,nan,nan,nan,nan,nan,214.90,0.21,3.50,nan,216.40,nan
04-Oct-21 9:08:05 AM AEST,nan,49.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:08:10 AM AEST,nan,nan,18.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:08:32 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.90,nan,637.50
04-Oct-21 9:08:40 AM AEST,nan,nan,nan,nan,nan,nan,227.10,0.50,11.80,nan,219.10,nan
04-Oct-21 9:09:10 AM AEST,nan,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:09:15 AM AEST,nan,nan,18.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:09:36 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.80,nan,640.80
04-Oct-21 9:09:45 AM AEST,nan,nan,nan,nan,nan,nan,222.50,0.38,7.10,nan,222.40,nan
04-Oct-21 9:10:00 AM AEST,30.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:10:15 AM AEST,nan,48.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:10:20 AM AEST,nan,nan,18.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:10:40 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.40,nan,nan
04-Oct-21 9:10:50 AM AEST,nan,nan,nan,nan,nan,nan,222.40,0.34,5.90,nan,222.30,nan
04-Oct-21 9:11:05 AM AEST,30.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:11:20 AM AEST,nan,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:11:44 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.60,nan,nan
04-Oct-21 9:11:55 AM AEST,nan,nan,nan,nan,nan,nan,218.30,0.66,9.50,nan,219.40,nan
04-Oct-21 9:12:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,639.10
04-Oct-21 9:12:10 AM AEST,30.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:12:25 AM AEST,nan,48.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:12:48 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.00,nan,nan
04-Oct-21 9:13:00 AM AEST,nan,nan,nan,nan,nan,nan,210.60,0.30,4.70,nan,210.40,nan
04-Oct-21 9:13:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,650.00
04-Oct-21 9:13:30 AM AEST,nan,48.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:13:52 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.50,nan,nan
04-Oct-21 9:14:00 AM AEST,nan,nan,18.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:14:05 AM AEST,nan,nan,nan,nan,nan,nan,181.70,0.72,11.80,nan,173.80,nan
04-Oct-21 9:14:08 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,651.70
04-Oct-21 9:14:35 AM AEST,nan,49.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:14:56 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.10,nan,nan
04-Oct-21 9:15:00 AM AEST,30.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:15:05 AM AEST,nan,nan,18.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:15:05 AM AEST,nan,nan,18.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
04-Oct-21 9:15:10 AM AEST,nan,nan,nan,nan,nan,nan,143.40,0.71,10.60,nan,143.10,nan
04-Oct-21 9:15:10 AM AEST,nan,nan,nan,nan,nan,nan,218.10,0.41,5.90,nan,218.40,nan
04-Oct-21 9:15:12 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,656.60
04-Oct-21 9:15:12 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,659.20
04-Oct-21 9:16:00 AM AEST,nan,49.0,nan,nan,nan,nan,nan,nan,nan,4.10,nan,nan
