timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
29-Sep-25 12:00:00 AM AEST,nan,95.5,nan,nan,nan,nan,nan,0.00,0.00,0.00,0.00,0.00
29-Sep-25 12:01:00 AM AEST,20.0,95.7,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:02:00 AM AEST,nan,nan,19.3,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:02:00 AM AEST,nan,nan,19.3,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:03:04 AM AEST,nan,nan,19.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:04:00 AM AEST,nan,nan,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:04:08 AM AEST,nan,nan,19.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:05:00 AM AEST,19.9,95.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:05:12 AM AEST,nan,nan,19.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:06:00 AM AEST,nan,95.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:07:00 AM AEST,nan,95.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:08:00 AM AEST,nan,nan,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:09:00 AM AEST,19.8,95.7,19.1,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:10:00 AM AEST,nan,95.5,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:11:00 AM AEST,nan,95.7,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:12:00 AM AEST,19.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:13:00 AM AEST,nan,nan,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:14:00 AM AEST,19.8,95.8,19.2,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:15:00 AM AEST,nan,95.7,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:15:04 AM AEST,nan,nan,19.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:16:00 AM AEST,nan,nan,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:16:08 AM AEST,nan,nan,19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:17:00 AM AEST,nan,nan,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:17:12 AM AEST,nan,nan,19.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:18:00 AM AEST,nan,nan,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:20:00 AM AEST,nan,nan,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:21:00 AM AEST,nan,95.8,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:22:00 AM AEST,nan,nan,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:23:00 AM AEST,nan,95.7,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:24:00 AM AEST,nan,95.8,19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:25:00 AM AEST,19.7,nan,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:25:04 AM AEST,nan,nan,19.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:26:00 AM AEST,nan,nan,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:26:05 AM AEST,19.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:26:08 AM AEST,nan,nan,19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:27:00 AM AEST,nan,nan,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:27:12 AM AEST,nan,nan,19.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:28:00 AM AEST,nan,96.0,nan,nan,nan,nan,150.10,0.01,1.20,0.10,150.30,nan
29-Sep-25 12:28:16 AM AEST,nan,nan,19.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:29:00 AM AEST,19.7,nan,nan,nan,nan,nan,149.90,0.00,nan,0.00,0.00,nan
29-Sep-25 12:29:01 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,0.00,nan,nan,nan
29-Sep-25 12:29:20 AM AEST,nan,nan,19.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:30:00 AM AEST,nan,95.8,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:30:05 AM AEST,19.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:31:00 AM AEST,nan,96.0,nan,nan,nan,nan,149.90,nan,nan,nan,nan,0.80
29-Sep-25 12:33:00 AM AEST,nan,95.8,nan,nan,nan,nan,150.10,nan,nan,nan,nan,0.00
29-Sep-25 12:34:00 AM AEST,nan,96.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:35:00 AM AEST,19.7,95.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:36:00 AM AEST,nan,nan,19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:37:00 AM AEST,nan,nan,nan,nan,nan,nan,149.90,0.01,1.20,0.10,150.30,nan
29-Sep-25 12:38:00 AM AEST,nan,95.7,nan,nan,nan,nan,150.10,0.00,nan,0.00,0.00,nan
29-Sep-25 12:38:01 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,0.00,nan,nan,nan
29-Sep-25 12:39:00 AM AEST,19.6,95.8,18.9,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:40:00 AM AEST,nan,96.0,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:40:05 AM AEST,19.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:41:00 AM AEST,nan,nan,19.0,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:42:00 AM AEST,nan,95.8,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:42:04 AM AEST,nan,nan,19.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:43:00 AM AEST,nan,96.0,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:43:08 AM AEST,nan,nan,19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:44:00 AM AEST,nan,nan,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
29-Sep-25 12:44:12 AM AEST,nan,nan,19.1,nan,nan,nan,nan,nan,nan,nan,nan,nan
29-Sep-25 12:45:00 AM AEST,nan,96.2,nan,nan,nan,nan,149.90,nan,nan,nan,nan,nan
29-Sep-25 12:45:00 AM AEST,nan,96.2,nan,nan,nan,nan,150.10,nan,nan,nan,nan,nan
