timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
16-May-22 9:00:00 AM AEST,28.3,nan,nan,nan,nan,0.36,nan,nan,nan,nan,25.70,411.70
16-May-22 9:01:00 AM AEST,nan,nan,nan,nan,nan,nan,25.80,0.07,2.40,0.60,nan,nan
16-May-22 9:01:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.60,408.30
16-May-22 9:02:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.20,nan,nan
16-May-22 9:02:05 AM AEST,nan,nan,nan,nan,nan,nan,25.90,0.12,nan,nan,nan,nan
16-May-22 9:02:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.80,428.30
16-May-22 9:03:00 AM AEST,28.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16-May-22 9:03:10 AM AEST,nan,nan,nan,nan,nan,nan,25.80,nan,nan,nan,nan,nan
16-May-22 9:03:15 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,483.30
16-May-22 9:04:00 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.09,nan,0.90,25.90,nan
16-May-22 9:04:15 AM AEST,nan,nan,nan,nan,nan,nan,25.90,nan,nan,nan,nan,nan
16-May-22 9:04:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,498.30
16-May-22 9:05:00 AM AEST,28.5,nan,nan,nan,nan,nan,nan,nan,1.20,nan,nan,nan
16-May-22 9:05:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10,nan,nan
16-May-22 9:05:05 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.01,nan,nan,25.80,nan
16-May-22 9:05:20 AM AEST,nan,nan,nan,nan,nan,nan,25.80,nan,nan,nan,nan,nan
16-May-22 9:05:25 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,497.40
16-May-22 9:06:06 AM AEST,28.6,nan,nan,nan,nan,nan,nan,nan,2.40,nan,nan,nan
16-May-22 9:06:08 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.00,nan,nan
16-May-22 9:06:10 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.10,nan,nan,26.00,nan
16-May-22 9:06:25 AM AEST,nan,nan,nan,nan,nan,nan,25.90,nan,nan,nan,nan,nan
16-May-22 9:06:30 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,494.20
16-May-22 9:07:12 AM AEST,28.7,nan,nan,nan,nan,nan,nan,nan,nan,1.40,nan,nan
