timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
05-Jun-23 9:00:00 AM AEST,nan,nan,nan,0.20,0.20,0.19,310.30,0.38,5.90,3.70,310.70,134.10
05-Jun-23 9:00:00 AM AEST,nan,nan,nan,0.00,0.40,0.19,310.30,0.38,5.90,3.70,310.70,134.10
05-Jun-23 9:00:57 AM AEST,nan,nan,nan,nan,nan,nan,307.30,0.43,nan,4.30,306.70,nan
05-Jun-23 9:00:58 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125.00
05-Jun-23 9:01:06 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,7.10,nan,nan,nan
05-Jun-23 9:01:54 AM AEST,nan,nan,nan,nan,nan,nan,305.90,0.16,nan,1.60,305.80,nan
05-Jun-23 9:01:56 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,121.70
05-Jun-23 9:02:00 AM AEST,24.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
05-Jun-23 9:02:12 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,3.50,nan,nan,nan
05-Jun-23 9:02:51 AM AEST,nan,nan,nan,nan,nan,nan,305.70,0.17,nan,1.70,305.70,nan
05-Jun-23 9:02:54 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120.80
05-Jun-23 9:03:18 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,2.40,nan,nan,nan
05-Jun-23 9:03:48 AM AEST,nan,nan,nan,nan,nan,nan,331.80,0.34,nan,2.70,348.70,nan
05-Jun-23 9:03:52 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120.00
05-Jun-23 9:04:24 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,7.10,nan,nan,nan
05-Jun-23 9:04:45 AM AEST,nan,nan,nan,nan,nan,nan,43.20,0.73,nan,7.20,41.50,nan
05-Jun-23 9:04:50 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108.30
05-Jun-23 9:05:30 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,13.00,nan,nan,nan
05-Jun-23 9:05:30 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,9.50,nan,nan,nan
05-Jun-23 9:05:42 AM AEST,nan,nan,nan,nan,nan,nan,33.10,0.38,nan,2.40,26.70,nan
05-Jun-23 9:05:48 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.00
05-Jun-23 9:06:00 AM AEST,24.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
05-Jun-23 9:06:39 AM AEST,nan,nan,nan,nan,nan,nan,8.30,0.67,nan,5.00,13.20,nan
05-Jun-23 9:06:46 AM AEST,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110.80
