timestamp,Air Temperature (V),Relative Humidity (mA),Dew Point (°C),Rainfall,Rainfall Since 9am,Last Hours Evaporation,Wind Direction,Current Wind Speed,Peak Wind Gust,Vector Wind Speed,Vector Wind Direction,Solar Radiation
31-Jul-23 9:00:00 AM AEST,nan,73.0,18.3,nan,nan,0.33,327.80,0.40,5.90,3.30,325.60,195.00
31-Jul-23 9:01:00 AM AEST,23.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:01:00 AM AEST,23.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:01:04 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.57,nan,5.30,309.90,nan
31-Jul-23 9:01:05 AM AEST,nan,72.8,18.4,nan,nan,nan,307.20,nan,9.50,nan,nan,261.70
31-Jul-23 9:02:08 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.30,nan,3.00,321.00,nan
31-Jul-23 9:02:10 AM AEST,nan,73.0,nan,nan,nan,nan,321.00,nan,8.30,nan,nan,386.60
31-Jul-23 9:02:59 AM AEST,23.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:02:59 AM AEST,23.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:03:00 AM AEST,nan,nan,18.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:03:12 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.09,nan,0.90,320.80,nan
31-Jul-23 9:03:15 AM AEST,nan,74.0,nan,nan,nan,nan,nan,nan,2.40,nan,nan,388.30
31-Jul-23 9:04:00 AM AEST,nan,nan,nan,nan,nan,nan,312.20,nan,nan,nan,nan,nan
31-Jul-23 9:04:05 AM AEST,nan,nan,18.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:04:16 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.17,nan,1.70,307.10,nan
31-Jul-23 9:04:20 AM AEST,nan,73.3,nan,nan,nan,nan,nan,nan,3.50,nan,nan,480.00
31-Jul-23 9:04:58 AM AEST,24.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:04:58 AM AEST,24.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:05:05 AM AEST,nan,nan,nan,nan,nan,nan,284.60,nan,nan,nan,nan,nan
31-Jul-23 9:05:05 AM AEST,nan,nan,nan,nan,nan,nan,329.50,nan,nan,nan,nan,nan
31-Jul-23 9:05:10 AM AEST,nan,nan,18.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:05:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.19,nan,1.90,280.30,nan
31-Jul-23 9:05:20 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.22,nan,2.00,329.90,nan
31-Jul-23 9:05:25 AM AEST,nan,73.0,nan,nan,nan,nan,nan,nan,4.70,nan,nan,464.90
31-Jul-23 9:05:25 AM AEST,nan,74.0,nan,nan,nan,nan,nan,nan,3.50,nan,nan,444.20
31-Jul-23 9:06:10 AM AEST,nan,nan,nan,nan,nan,nan,328.20,nan,nan,nan,nan,nan
31-Jul-23 9:06:15 AM AEST,nan,nan,19.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:06:24 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.24,nan,2.10,299.20,nan
31-Jul-23 9:06:30 AM AEST,nan,74.2,nan,nan,nan,nan,nan,nan,8.30,nan,nan,442.40
31-Jul-23 9:06:57 AM AEST,24.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:06:57 AM AEST,24.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:07:15 AM AEST,nan,nan,nan,nan,nan,nan,277.20,nan,nan,nan,nan,nan
31-Jul-23 9:07:20 AM AEST,nan,nan,19.3,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:07:28 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.48,nan,4.70,278.60,nan
31-Jul-23 9:07:35 AM AEST,nan,71.5,nan,nan,nan,nan,nan,nan,9.50,nan,nan,430.00
31-Jul-23 9:08:20 AM AEST,nan,nan,nan,nan,nan,nan,310.80,nan,nan,nan,nan,nan
31-Jul-23 9:08:25 AM AEST,nan,nan,18.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:08:32 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.59,nan,5.80,310.60,nan
31-Jul-23 9:08:40 AM AEST,nan,71.3,nan,nan,nan,nan,nan,nan,7.10,nan,nan,422.40
31-Jul-23 9:09:25 AM AEST,nan,nan,nan,nan,nan,nan,296.80,nan,nan,nan,nan,nan
31-Jul-23 9:09:30 AM AEST,nan,nan,18.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:09:36 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.61,nan,5.60,294.60,nan
31-Jul-23 9:09:45 AM AEST,nan,71.2,nan,nan,nan,nan,nan,nan,9.50,nan,nan,425.00
31-Jul-23 9:10:30 AM AEST,nan,nan,nan,nan,nan,nan,325.50,nan,nan,nan,nan,nan
31-Jul-23 9:10:35 AM AEST,nan,nan,18.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:10:40 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.62,nan,5.70,325.20,nan
31-Jul-23 9:10:50 AM AEST,nan,72.0,nan,nan,nan,nan,nan,nan,8.30,nan,nan,424.20
31-Jul-23 9:11:35 AM AEST,nan,nan,nan,nan,nan,nan,350.00,nan,nan,nan,nan,nan
31-Jul-23 9:11:40 AM AEST,nan,nan,18.7,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:11:44 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.34,nan,3.40,350.20,nan
31-Jul-23 9:11:55 AM AEST,nan,72.5,nan,nan,nan,nan,nan,nan,5.90,nan,nan,424.10
31-Jul-23 9:12:40 AM AEST,nan,nan,nan,nan,nan,nan,322.50,nan,nan,nan,nan,nan
31-Jul-23 9:12:45 AM AEST,nan,nan,18.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:12:48 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.44,nan,4.10,312.30,nan
31-Jul-23 9:13:00 AM AEST,24.2,72.3,nan,nan,nan,nan,nan,nan,9.50,nan,nan,424.20
31-Jul-23 9:13:45 AM AEST,nan,nan,nan,nan,nan,nan,301.70,nan,nan,nan,nan,nan
31-Jul-23 9:13:50 AM AEST,nan,nan,18.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:13:52 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.63,nan,6.30,301.80,nan
31-Jul-23 9:14:05 AM AEST,nan,70.8,nan,nan,nan,nan,nan,nan,10.60,nan,nan,425.80
31-Jul-23 9:14:50 AM AEST,nan,nan,nan,nan,nan,nan,302.20,nan,nan,nan,nan,nan
31-Jul-23 9:14:55 AM AEST,nan,nan,18.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-Jul-23 9:14:56 AM AEST,nan,nan,nan,nan,nan,nan,nan,0.86,nan,8.30,300.70,nan
