"day","Max_Temp","Av_Temp","Min_Temp","Radiant_exposure","Rainfall"
2021-07-20,30.15,22.9802665478729,18.25,16301.9850523227,0
2021-07-21,28.4833333333333,19.501961025086,12.48,18115.9956042707,0
2021-07-22,28.0615384615385,20.7451441768108,15.45,18205.6476774476,0
2021-07-23,27.9461538461538,22.2402838134088,16.6333333333333,15397.6371940045,0
2021-07-24,25.8,19.4154078699079,17.12,2991.70982052506,0
2021-07-25,29.1333333333333,22.0269559422059,15.8,16950.5872714198,0
2021-07-26,28.825,23.0865151131375,18,17382.251149975,0
2021-07-27,28.0166666666667,20.858535954786,15.6428571428571,11994.2857785964,0
2021-07-28,27.5857142857143,20.7455415550058,14.1,9090.18531181319,0
2021-07-29,29.025,21.115885596891,14.74,17492.4987327599,0
2021-07-30,29.87,22.0126322332638,16.8333333333333,17961.7151145105,0
2021-07-31,29.675,22.5699318014162,17.4666666666667,14210.3270686813,0
2021-08-01,30.2916666666667,22.9784908833856,17.875,16619.5832462831,0
2021-08-02,28.675,21.233825400368,15.6,14934.984831044,0
2021-08-03,30.85,21.8986476418319,16.2333333333333,18376.4379073427,0
2021-08-04,29.49,21.0401829680736,13.3,16194.7727459085,0
2021-08-05,27.2909090909091,18.9521862172915,11.95,18927.9375258492,0
2021-08-06,26.0714285714286,20.3334449297747,14.9428571428571,15804.1856287463,0
2021-08-07,26.95,22.1231955827924,18.3428571428571,15260.1568928571,1.8
2021-08-08,25.7888888888889,21.4697165737488,18.0333333333333,8980.37604170829,0
2021-08-09,24.0818181818182,20.2887503453993,17.9,6472.11478171828,6
2021-08-10,26.1444444444444,20.8602902891613,17.1,7894.76794683258,0
2021-08-11,29.5166666666667,22.5956305355524,18.1875,16723.7183415408,0.8
2021-08-12,25.7833333333333,22.412104016354,20.2666666666667,11013.0265892123,1.8
2021-08-13,28.2125,23.9327576495474,20.85,12805.2848627182,0.8
2021-08-14,27,22.2256416419837,19.35,11735.3092175178,5
2021-08-15,27.4818181818182,22.2204815265753,18.85,14811.572708894,0.2
2021-08-16,27.4166666666667,21.80460069202,16.3333333333333,13672.6129428072,0
2021-08-17,29.16,22.2494142787038,16.1333333333333,20466.8031533246,0
2021-08-18,26.9909090909091,20.7250238474975,14.6666666666667,13616.0230377123,0
2021-08-19,29.15,21.9825127561564,15.6444444444444,20158.762940104,0
2021-08-20,28.5181818181818,24.3583583894258,19.94,13173.0163771008,0
2021-08-21,29.5181818181818,24.1694586256655,21.34,13019.2916914189,3.4
2021-08-22,26.9625,23.0252814645672,20.2,9613.48730357143,0.6
2021-08-23,29.7636363636364,22.6188065443329,17.54,19200.1801652832,0
2021-08-24,31.3181818181818,22.9395987433619,17,21423.3280138611,0
2021-08-25,29.1769230769231,22.4006476919545,17.3,17976.719158966,0
2021-08-26,28.9076923076923,22.9971948411784,18.9333333333333,11758.4104340659,0
2021-08-27,30.8111111111111,24.7223007852953,20.35,18540.3027674017,0
2021-08-28,30.8,24.919173902561,20.05,20187.3381800699,0
2021-08-29,30.825,24.9425302326109,19.8,14848.7469519231,0
2021-08-30,31.7111111111111,25.8254221955581,22.65,12868.9010150658,1.4
2021-08-31,27.5571428571429,25.1125356125356,23.24,5418.66198214286,0
2021-09-01,28.7923076923077,24.5010432363729,22.3375,10781.6314237013,0
2021-09-02,28.4777777777778,24.2963169690158,20.8333333333333,15301.2584269481,0
2021-09-03,28.2,23.6651688647001,20.45,14815.6414739011,0.6
2021-09-04,28.3666666666667,23.2169612745411,18.7333333333333,12531.6869745255,0
2021-09-05,28.88,22.5143158519721,17.58,13379.8890676823,0
2021-09-06,28.75,23.3960948726679,20.0833333333333,16649.3593104396,0.8
2021-09-07,25.62,22.4798067391546,20.7,11840.6878164336,0
2021-09-08,26.4916666666667,22.1451993620415,19.38,15355.7791850649,2.4
2021-09-09,26.02,22.646343027981,20.2,11297.6946881868,0.6
2021-09-10,27.8583333333333,23.3009330360997,20.5,13091.3558813392,0
2021-09-11,27.6727272727273,23.049226430678,20.4,8434.35810419727,0
2021-09-12,28.8833333333333,22.5351348168739,18.34,10027.0159670256,0.2
2021-09-13,30.6769230769231,23.9346957091372,18.7,22053.8790906373,0
2021-09-14,30.6222222222222,23.1070698745699,16.4333333333333,22847.2152816522,0
2021-09-15,29.9166666666667,23.3989271632623,16.44,21519.7490593157,0
2021-09-16,28.7,21.7118128187602,15.75,23285.7815717444,0
2021-09-17,29.0666666666667,22.4900661780349,17.35,21771.828728426,0
2021-09-18,28.8375,24.1155772280223,20.3714285714286,21344.7686332418,0
2021-09-19,28.9285714285714,24.1691518867606,21.16,18220.3934597608,0
2021-09-20,29.0923076923077,25.9760050196717,18.7,14226.7738209511,0
2021-09-21,29.7,19.7772729021359,14.5142857142857,6937.26696978022,0
2021-09-22,26.1076923076923,20.5296053303422,13.85,22240.5095,0
2021-09-23,27.83,22.8824383054222,17.2,19457.1908707175,0
2021-09-24,28.4357142857143,24.1303224065312,20.75,15471.4688102045,0
2021-09-25,28.9909090909091,23.3203322846744,18.34,12570.3691949301,0
2021-09-26,30.7,24.1674363770288,18.55,24098.9658070679,0
2021-09-27,30.7181818181818,25.6769905225493,21.3,22887.069088037,0.4
2021-09-28,30.67,25.8945903699475,22.6333333333333,21773.4288211862,0
2021-09-29,30.7083333333333,24.909911656245,21.85,13710.5081997708,0
2021-09-30,30.7363636363636,23.4513608865882,18.85,7252.52410064935,0
2021-10-01,32.62,25.1027767017262,20.2,18580.9531798202,0
2021-10-02,32.8857142857143,25.173060966811,20.2333333333333,22582.8277863387,0
2021-10-03,30.61,25.6430779954999,20.65,22588.8737097902,0
2021-10-04,31.9125,26.4289462620713,21.36,23080.9247896736,0
2021-10-05,32.12,26.5384007099839,21.95,25407.9232159091,0
2021-10-06,32.3571428571429,25.4448495033335,19.9666666666667,21625.0550804196,0
2021-10-07,31.5333333333333,25.384868680374,20,24539.4431868132,0
2021-10-08,31.925,25.3419602619603,20,24727.5282554945,0
2021-10-09,32.4,25.9432850005431,20.15,25251.9882430511,0
2021-10-10,31.6272727272727,24.7447066033382,18.2333333333333,24216.9675769231,0
2021-10-11,31.7818181818182,26.2226414752538,19.55,24914.9872795954,0
2021-10-12,31.6083333333333,25.3375278103539,19.7,24647.9525414585,0
2021-10-13,31.0846153846154,25.772956364623,21.225,23325.2439848901,0
2021-10-14,31.825,26.0904961586876,21.35,18848.0929052198,2.6
2021-10-15,31.5,25.3309489015258,19.65,16857.7286743697,3.2
