"date","Air.Temp","RH","Dew.Point","Last.Hours.Evaporation","Wind.Direction","Current.Wind.Speed","Peak.Wind.Gust","Vector.Wind.Speed","Vector.Wind.Direction","Solar.Radiation","Rainfall","day"
2021-07-20,25.6049019607843,86.931017369727,363.382211538462,28.6613043478261,182.832970451011,0.208514588859416,3.85826972010178,2.00913081650571,171.265373699149,381.569142857143,NA,2021-07-20
2021-07-20 00:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 00:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 02:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 02:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 02:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 03:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 03:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 03:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 04:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 04:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 04:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 05:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 05:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 05:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 06:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 06:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 07:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 07:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 07:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 08:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 11:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 12:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 13:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 13:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 14:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 14:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 14:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 15:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 15:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 15:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 16:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 16:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 16:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 17:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 17:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 18:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 18:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 19:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 19:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 19:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 20:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 20:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 20:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 21:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 21:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 21:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 22:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 22:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 23:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 23:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-20 23:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-20
2021-07-21,23.5116279069767,55.2307453416149,745.027922077922,32.91625,196.341276595745,0.299941804073715,5.46491646778043,2.76692381870781,181.68062248996,426.732064421669,NA,2021-07-21
2021-07-21 00:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 00:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 02:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 02:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 02:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 03:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 03:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 03:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 04:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 04:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 04:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 05:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 05:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 05:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 06:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 06:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 07:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 07:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 07:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 08:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 11:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 12:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 13:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 13:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 14:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 14:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 14:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 15:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 15:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 15:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 16:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 16:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 16:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 17:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 17:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 18:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 18:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 19:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 19:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 19:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 20:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 20:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 20:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 21:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 21:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 21:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 22:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 22:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 23:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 23:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-21 23:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-21
2021-07-22,22.2435897435897,95.3522441651706,391.902504816956,18.4011111111111,167.690652173913,0.303290816326531,5.25566037735849,2.86227621483376,187.526958831341,426.230603448276,NA,2021-07-22
2021-07-22 00:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 00:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 01:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 02:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 02:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 02:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 03:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 03:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 03:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 04:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 04:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 04:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 05:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 05:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 05:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 06:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 06:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 07:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 07:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 07:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 08:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 11:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 12:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 12:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 13:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 13:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 13:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 14:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 14:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 14:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 15:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 15:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 15:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 16:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
2021-07-22 16:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-22
